Fecha;Fondo;n;Peso;Var_porc;Actualizacion;porc_1_5;porc_2_5
10/7/2023;SANIDAD;53;95.79;0.526960252;;
10/7/2023;SECTORINMOBILIARIO;43;97.64;-0.32450413;;
10/7/2023;SMALLCAPS;51;88.22;-0.0531779;;
10/7/2023;TECNOLOGICO;41;97.59;0.148500101;;
10/7/2023;ZVIX;2;10;0.16183412;;
10/7/2023;ZVSTOXX;6;30;1.489458074;;
10/7/2023;ZVXN;2;10;0.233009709;;
11/7/2023;ALPHA;27;81.72;1.0547904;;
11/7/2023;BESTIDEAS;31;78.76;0.304628918;;
11/7/2023;BOLSAESPANA;32;99.16;0.877371916;;
11/7/2023;BOLSAEUROPA;57;90.98;0.472945852;;
11/7/2023;BOLSAINTERNACIONAL;55;89.6;0.736404033;;
11/7/2023;BOLSAUSA;64;91.98;0.994334829;;
11/7/2023;DIVIDENDO;43;90.9;0.402500374;;
11/7/2023;FINANCIERO;38;86.43;0.959518791;;
11/7/2023;GLOBAL;44;87.82;0.556560138;;
11/7/2023;JAPON;54;90.39;0.038439514;;
11/7/2023;MEGATRENDS;41;98.16;0.493748373;;
11/7/2023;NEWENERGY;42;94.18;0.317299132;;
11/7/2023;SANIDAD;53;95.79;-0.200537247;;
11/7/2023;SECTORINMOBILIARIO;43;97.64;1.261135172;;
11/7/2023;SMALLCAPS;51;88.22;0.336164211;;
11/7/2023;TECNOLOGICO;41;97.59;0.700376191;;
11/7/2023;ZVIX;2;10;-0.152621102;;
11/7/2023;ZVSTOXX;6;30;0.189121508;;
11/7/2023;ZVXN;2;10;-0.085388994;;
12/7/2023;ALPHA;27;81.72;0.673958529;;
12/7/2023;BESTIDEAS;31;78.76;1.046737991;;
12/7/2023;BOLSAESPANA;32;99.16;1.159897058;;
12/7/2023;BOLSAEUROPA;57;90.98;1.239931117;;
12/7/2023;BOLSAINTERNACIONAL;55;89.6;0.88986775;;
12/7/2023;BOLSAUSA;64;91.98;0.797565991;;
12/7/2023;DIVIDENDO;43;90.9;0.709874596;;
12/7/2023;FINANCIERO;38;86.43;1.0207869;;
12/7/2023;GLOBAL;44;87.82;1.078923337;;
12/7/2023;JAPON;54;90.39;-0.783569534;;
12/7/2023;MEGATRENDS;41;98.16;0.528538199;;
12/7/2023;NEWENERGY;42;94.18;1.327458178;;
12/7/2023;SANIDAD;53;95.79;-0.177067995;;
12/7/2023;SECTORINMOBILIARIO;43;97.64;1.153585628;;
12/7/2023;SMALLCAPS;51;88.22;1.17325298;;
12/7/2023;TECNOLOGICO;41;97.59;1.169065571;;
12/7/2023;ZVIX;2;10;-0.876010782;;
12/7/2023;ZVSTOXX;6;30;-2.224799178;;
12/7/2023;ZVXN;2;10;-0.679425837;;
13/7/2023;ALPHA;27;81.72;0.200038458;;
13/7/2023;BESTIDEAS;31;78.76;0.626081215;;
13/7/2023;BOLSAESPANA;32;99.16;0.301712449;;
13/7/2023;BOLSAEUROPA;57;90.98;0.610310221;;
13/7/2023;BOLSAINTERNACIONAL;55;89.6;0.889331184;;
13/7/2023;BOLSAUSA;64;91.98;0.924561623;;
13/7/2023;DIVIDENDO;43;90.9;0.546361341;;
